doc_id,context,question,ratings,hypo_answers
volleyball,"William G. Morgan, a YMCA physical education director and a student at Springfield College, is credited with creating the game of volleyball in 1895 in Holyoke, Massachusetts. 

Mintonette (as volleyball was called at the time) was designed to be an indoor pastime that could be enjoyed by older members of the YMCA, and took some of its characteristics from other sports including tennis and handball. 

Volleyball became popular very quickly, and rapidly developed in other countries in the early 20th century, first in Canada, then in Cuba and Japan. The first rulebooks for the sport were produced in the early 1900s, with the first international federation (Fédération Internationale de Volleyball (FIVB)) following in 1947. The first men’s world championships took place the following year, with the women’s competition debuting in 1952.","Who is credited with creating the game of volleyball in 1895 in Holyoke, Massachusetts?",5,William G. Morgan
volleyball,"Brief Overview of the Rules

Volleyball is played by two teams of six players on an indoor court 18m long and 9m wide. Matches are played to the best of five sets. A point is scored when the ball lands within the court boundaries or when a playing error is made. The first team to score 25 points by a two-point margin wins the set, with each match following a best-of-five sets format. If required, a fifth set is played to 15 points (a winning margin of two points is still required). 

In a game of volleyball, the ball can reach speeds of up to 130km/h, particularly following a spectacular jump serve or smash. Athletes therefore require great strength and lightning-fast reflexes to block them.",What is the required winning point margin for a team to win a set in a volleyball match?,5,The required winning point margin for a team to win a set in a volleyball match is two points.
volleyball,"Olympic History

Volleyball made its Olympic debut at the Tokyo 1964 Games. The women’s and men’s competitions used a single round-robin format, where every team was placed into a single pool and played each other once. This system remained in place until the 1972 Olympic Games in Munich; the format was switched to a pool round and final round of quarter‑finals, semi-finals and a final to determine the medal winners.

Teams from the Soviet Union and Cuba regularly found the Olympic podium in the 1980s, as did Italy and the People’s Republic of China in the 1990s, followed by Brazil in the 2000s. The former Soviet Union, Brazil and the United States top the Olympic volleyball medal board and are the only three National Olympic Committees with at least ten medals apiece.",Which three National Olympic Committees have at least ten medals in Olympic volleyball?,5,"1. Brazil
2. Italy
3. Russia"
cyclingbmxfreestyle,"Bicycle Motocross (BMX) Freestyle was born out of the imagination of children and teenagers in California in the 1970s, who were inspired by the moves of BMX racers in the region. The sport became increasingly popular over the subsequent decades and was integrated into the programmes of extreme sports competitions including the X Games in the 2000s and the FISE International Festival of Extreme Sports. The first BMX Freestyle World Cup was organised by cycling’s world governing body, the Union Cycliste Internationale (UCI), in 2016 as part of that year’s FISE.",What was the inspiration behind the creation of BMX Freestyle?,4,"The inspiration behind the creation of BMX Freestyle was likely the desire to showcase creativity, skill, and style on a bicycle, similar to how skateboarders were pushing the boundaries of their sport at the time. Riders sought to combine various tricks and maneuvers to create a unique and visually impressive form of bike riding that would appeal to a wider audience. The need for a separate discipline from traditional BMX racing also likely played a role in the creation of BMX Freestyle."
cyclingbmxfreestyle,"Brief Overview of the Rules

The BMX Freestyle competition will take place in an urban park where riders will perform as many tricks as possible in 60 seconds. They will be scored based on the difficulty of the tricks, the height of their jumps, and the creativity and style of their routines.",How long will each rider have to perform their tricks in the BMX Freestyle competition?,5,Each rider will typically have about 60 seconds to perform their tricks in the BMX Freestyle competition.
cyclingbmxfreestyle,"Olympic History

BMX Freestyle got its first run out on the Olympic stage at the 2018 Youth Olympic Games in Buenos Aires. It offered a thrilling spectacle in front of packed crowds, convincing the International Olympic Committee of the potential of this ultimate urban sport.

BMX Freestyle returns for its second Olympic Games at Paris 2024 after making its competitive debut at Tokyo 2020.",When did BMX Freestyle make its competitive debut at the Olympic Games?,5,BMX Freestyle made its competitive debut at the Olympic Games in 2020 in Tokyo.
trampolinegymnastics,"Trampolining was invented in 1934 by American gymnast George Nissen who, after watching trapeze acrobats perform tricks while bouncing off safety nets, built the first prototype trampoline to recreate their acrobatics. Initially used as a piece of equipment to train astronauts and athletes training for other acrobatic sports, the trampoline quickly became immensely popular as a sport in its own right. The first trampoline world championships were organised in London in 1964, and the sport joined the International Gymnastics Federation 34 years later in 1998.",Who invented the trampoline and in what year?,5,The trampoline was invented by George Nissen in 1936.
trampolinegymnastics,"Brief Overview of the Rules

The two individual trampoline events (men’s and women’s) involve athletes bouncing over 8 metres high in the air on a trampoline, which is a rectangular canvas made of synthetic fabric, to perform a series of twists, bounces and somersaults.

The trampoline bed is attached to a frame with steel springs so that its recoil action propels athletes high into the air. During competition, athletes perform routines composed of ten elements, scored according to their difficulty, execution and time spent in the air. The sport is highly technical and requires absolute precision.",What are the key factors that determine an athlete's score in trampoline competition?,5,"The key factors that determine an athlete's score in trampoline competition are execution, difficulty, and time of flight. Execution refers to the quality of the skills performed, with deductions being given for errors such as form breaks or incomplete rotations. Difficulty refers to the complexity of the routine, with higher-scoring elements having higher difficulty ratings. Time of flight is the total amount of time spent in the air during the routine, with longer flight times typically resulting in higher scores."
trampolinegymnastics,"Olympic History

Trampolining made its first appearance at the 2000 Games in Sydney, with men’s and women’s competitions. The number of events (two) has remained unchanged since then. Since its inclusion at the Olympic Games, athletes from the People’s Republic of China have won 14 of the 36 medals awarded, including four gold medals However, Canadian Rosie MacLennan is the only athlete to successfully defend an Olympic trampoline title—a feat she accomplished at Rio 2016 after first winning gold at London 2012.",Who is the only athlete to successfully defend an Olympic trampoline title?,5,Rosie MacLennan
rollerspeedskating,"Roller speed skating is a fast-paced discipline, with some athletes reaching speeds of up to 50km per hour.",What is the maximum speed that some athletes can reach in roller speed skating?,5,Some athletes in roller speed skating can reach speeds up to 35-40 miles per hour.
rollerspeedskating,"The Basics

Roller speed skating events are usually held on outdoor — and occasionally indoor — rinks with banked walls or on closed road circuits. A maximum of five wheels are allowed on the inline skates athletes wear, and wheels cannot exceed diameters of 110mm. For marathons only, skates can have 125mm diameter wheels. No brakes are allowed. The constant jostling for a favourable position combined with the mass start, velodrome-like walls and 200m track make for thrilling competitions often decided by photo finishes.",What is the maximum diameter allowed for wheels on inline skates worn by athletes in roller speed skating events?,5,100mm
rollerspeedskating,"Official

The first Roller Speed Skating World Championship was held in Monza, Italy, in 1937. The following year, London hosted the 1938 Track Roller Speed Skating World Championship. At the Olympic Summer Games Barcelona 1992, rink hockey, played on quad skates, was a demonstration sport. It marked the first time athletes on roller skates competed on the Olympic stage.",In what year did London host the 1938 Track Roller Speed Skating World Championship?,5,London hosted the 1938 Track Roller Speed Skating World Championship in the year 1938.
rollerspeedskating,"Combined Challenge

In roller speed skating, 14 athletes in each gender category (men’s and women’s) compete in three required events — 500m, 1,000m and the 5,000m elimination— to earn points for a total combined score. The winner of each race is awarded 14 points, with each subsequent finisher earning one less point down to one point for 14th place. The final rankings are decided by the total number of points each skater accumulates over the three events.",How are points awarded to athletes in roller speed skating competitions for each event?,5,"Points are awarded to athletes in roller speed skating competitions based on their final placement in each event. The athlete who finishes first in the event receives a certain number of points, typically 10 points. The points decrease incrementally for each subsequent placement, with second place receiving 9 points, third place receiving 8 points, and so on. The athlete with the highest total points at the end of all events is declared the overall winner."
rollerspeedskating,"Olympic History

Roller speed skating first appeared on the Olympic stage as a demonstration sport at the Summer Youth Olympic Games Nanjing 2014. After it was well received in China, it made its full Olympic debut at the Summer Youth Olympic Games Buenos Aires 2018, where it took place at the Paseo de la Costa from 7 to 8 October.

For Buenos Aires 2018, each National Olympic Committee (NOC) could enter a maximum of two competitors, one per each gender. After the combined events of 500m sprint, 1,000m sprint and 5,000m elimination, it was the Colombians who swept the inaugural Olympic roller speed skating events, with Jhony Andres Angulo Reina and Gabriela Isabel Rueda each claiming the gold.",When did roller speed skating make its full Olympic debut?,5,Roller speed skating made its full Olympic debut in the 1992 Barcelona Olympics.
artisticgymnastics,"Founded in 1881, the International Gymnastics Federation is the oldest international sports federation in the world. The origin of gymnastics dates to antiquity, when it was recommended by philosophers as a way of combining physical exercise with intellectual activity. The sport grew in popularity during the 19th century as an increasing number of competitions were formed, including the gymnastics competition at the newly revived Olympic Games in Athens in 1896.",When was the International Gymnastics Federation founded?,5,"The International Gymnastics Federation was founded on July 23, 1881."
artisticgymnastics,"Brief Overview of the Rules

Artistic gymnastics is composed of a number of individual competitions on different apparatus, as well as a team competition involving gender-specific apparatus. Each piece of apparatus requires different skills. Men compete across the floor exercise, pommel horse, rings, vault, parallel bars, and horizontal bar, while women’s events include the vault, uneven bars, balance beam, and floor exercise. Each element of gymnastic competition requires strength, agility, coordination, and precision.

Up until 2004, gymnastic routines at the Games were evaluated with a maximum of 10 points, but from 2005 the mode of scoring changed to a combination of a D score (difficulty/content of the exercise) and an E score (execution) to allow for a greater variation between athletes’ performances.

Changes to the scoring system were first considered following the Montreal 1976 Olympic Games, when Romanian gymnast Nadia Comaneci became the first competitor in history to earn a perfect score of 10.0 for her routine on the uneven bars during the team competition.",What changes were made to the scoring system for artistic gymnastics in 2005?,5,"The changes made to the scoring system for artistic gymnastics in 2005 included the elimination of the perfect 10 system and the introduction of the open-ended scoring system based on the difficulty and execution of routines. Additionally, judges were required to deduct for specific errors, rather than giving an overall deduction for the routine."
artisticgymnastics,"Olympic History

Artistic gymnastics was introduced at the very first Olympic Games of the modern era in 1896 and has been included in every edition since. The competition was restricted to male competitors for 32 years until the 1928 Olympic Games in Amsterdam, when women were allowed to compete for the first time. It wasn't until 1952 that the women’s programme was developed with seven events, and then later stabilised at six events, as has been the case since the 1960 Games in Rome. There are eight events on the men’s programme.",When were women first allowed to compete in artistic gymnastics at the Olympic Games?,5,Women were first allowed to compete in artistic gymnastics at the Olympic Games in Amsterdam in 1928.
modernpentathlon,"The modern pentathlon is the successor to the ancient pentathlon, which comprised running, jumping, javelin, discus and wrestling. Baron Pierre de Coubertin, founder of the modern Olympic Games, highly appreciated the pentathlon of the ancient Games. He proposed a similar competition that would test the strengths of a “complete” athlete, but involve more modern disciplines. The growing popularity of this sport resulted in the foundation of an international federation, the Union Internationale de Pentathlon Moderne (UIPM), in 1848. It currently has over 120 member nations.",What is the name of the international federation founded to govern the modern pentathlon?,5,The name of the international federation founded to govern the modern pentathlon is the Union Internationale de Pentathlon Moderne (UIPM).
modernpentathlon,"Brief Overview of the Rules

Modern pentathlon is made up of four events combining five sports:

- Riding, with a show jumping course on an unfamiliar horse that the athlete is allocated in a draw just 20 minutes before they compete.
- Fencing, which is split into two rounds: a ranking round where each athlete competes against each other athlete in a bout lasting one minute or until the first hit, and a second round based on the results of the first round. The format of the second round is single elimination, with each bout lasting 45 seconds. Points are scored for winning each bout.
- Swimming, with a 200m freestyle event.
- Running and shooting, with a laser-run where athletes alternate between running and shooting at five targets from a distance of 10m.
The modern pentathlon is divided into two sections. Firstly, athletes score points according to how they rank in the fencing, riding and swimming events, which decide their starting position for the laser run event. Secondly, during the laser-run, athletes start with a delay corresponding to the number of points between them and the leader. The first athlete to cross the finish line in the laser-run wins the gold medal.

Due to the diverse nature of the events involved, modern pentathlon is an extremely demanding sport that pushes athletes to their mental and physical limits and requires an exceptional variety of skills.",How is the winner of the modern pentathlon determined?,5,"The winner of the modern pentathlon is determined by a points system based on performances in five different disciplines: fencing, swimming, equestrian show jumping, and a combined event of pistol shooting and cross-country running. The athlete with the highest total points at the end of all five events is declared the winner."
modernpentathlon,"Olympic History

Modern pentathlon was introduced to the Olympic programme in 1912 by Baron Pierre de Coubertin. Originally only one event was held per day before the events were brought together to be contested on the same day for a more exciting spectacle. The women’s event was introduced at the 2000 Olympic Games in Sydney. The discipline has long been dominated by European National Olympic Committees, particularly Hungary and Sweden, with the latter taking 13 out of 15 medals available between the Stockholm 1912 and Los Angeles 1932 Games.",Which European countries have historically dominated the sport of modern pentathlon in the Olympics?,5,"Hungary, Sweden, and Russia have historically dominated the sport of modern pentathlon in the Olympics."
karate,"Karate is a Japanese martial art that uses striking techniques with hands, feet, elbows, and knees, as well as blocking and grappling, to develop physical and mental discipline.",What techniques are used in Karate to develop physical and mental discipline?,5,"Some techniques used in Karate to develop physical and mental discipline include repetitive practice of katas (forms), sparring drills, meditation, breathing exercises, focus drills, and mental imagery. These techniques help to improve physical strength, agility, and coordination, as well as mental focus, concentration, and control."
karate,"By whom, where and when was Karate invented?

Karate is an ancient discipline with the roots of its current form originating on the Japanese island of Okinawa during the Ryukyu Dynasty, which was established in the 15th century.

It became popular across Japan in the 1920s and expanded internationally following World War II.

A karate practitioner is called a karateka.",Where did the roots of karate's current form originate in the 15th century?,5,The roots of karate's current form originate in Okinawa in the 15th century.
karate,"What are the different types of Karate? What are the rules of Karate?

Karate comprises two modalities: Kumite and Kata. In Kumite, or combat, the winner of the three-minute fights is the one who obtains a clear lead of eight points, or the competitor having the highest number of points at time-up. If the fight is a draw, then the winner is determined by the first unopposed point advantage (Senshu) or in the case of a scoreless result, by a majority decision of the judges (Hantei).

Points are scored according to correctly-executed techniques of controlled punches, strikes and kicks.

One point – “Yuko” – is awarded for delivering a punch with a closed hand (tsuki) to the head, neck, belly, side, back or torso of the opponent.

Two points – “Waza-ari” – are awarded for a kick to the body.

Three points – “Ippon” – are scored for a high kick delivered to the head, or for a punch delivered on an opponent who has been taken to the ground after a sweep or takedown.

In Kata (meaning ""form""), competitors execute a set of pre-approved choreographed movements, with the winner being declared by a pool of judges using an electronic voting system.

Karateka are evaluated according to technical and athletic performances.",What are the different ways in which points can be scored in Karate Kumite competitions?,5,"Points can be scored in Karate Kumite competitions through techniques such as punches, kicks, and strikes to specific target areas on the opponent's body. Points can also be scored for effective control, timing, and technique displayed during the match."
karate,"Karate and the Olympics

Karate made its full Olympic debut at Tokyo 2020 after being on the programme at the Youth Olympic Games Buenos Aires 2018.

In Tokyo, the sport featured Kumite and Kata events, with 80 athletes overall competing and a 50/50 split between men and women.

The Olympic competition took place at the legendary Nippon Budokan, Tokyo, which is considered a heartbeat for martial arts practitioners and enthusiasts.","What kind of events did karate feature at the Tokyo 2020 Olympics, and where did the competition take place?",5,"Karate featured both kata (forms) and kumite (sparring) events at the Tokyo 2020 Olympics. The competition took place at the Nippon Budokan in Tokyo, Japan."
karate,"Best Karate athletes to watch

Some well-known kata performers include Shimizu Kiyou and Kiyuna Ryo of Japan, Damian Quintero of Spain, and Sakura Kokumai of the USA, while kumite stars include Olympic and world champions Steven Da Costa of France and Jovana Prekovic of Serbia.",Who are some of the top Karate athletes known for their performance in kata and kumite categories?,5,"Some of the top Karate athletes known for their performance in kata and kumite categories include Rika Usami, Antonio Diaz, Sandra Sanchez, Rafael Aghayev, and Ayumi Uekusa."
waterpolo,"Water polo was initially a dangerous sport that first developed in the rivers and lakes of mid-19th century England as an aquatic version of rugby. In 1870, the London Swimming Association developed rules for the sport to be used in indoor swimming pools. Later rules that developed in Scotland emphasized a football style of play as opposed to the “rugby variant.” Water polo was introduced to the USA in 1888, where the rugby style of play—similar to the sport of American football—was used in the water. However, the rest of the world adopted the Scottish rules of the sport, which formed the basis for the sport of water polo as we know it today. The first international match took place in 1890 between England and Scotland (Scotland won 4-0).","What were the rules of water polo adopted by the rest of the world, which formed the basis for the sport as we know it today?",5,"The rules of water polo adopted by the rest of the world, which formed the basis for the sport as we know it today, were primarily developed by the London Water Recreation Committee in the late 19th century. These rules included guidelines for team composition, field dimensions, scoring, and gameplay regulations."
waterpolo,"Brief Overview of the Rules

Two teams of seven players face off in a 3m deep pool, the dimensions of which are not fixed and can vary between 20×10 and 30×20 meters. World Aquatics-approved matches require a 30x20 meter pool for men and a 25x20 meter pool for women. Matches consist of four eight-minute quarters. Other than the goalkeeper, players may only hold the ball with one hand. Possession lasts 30 seconds; if the team does not attempt a shot within that time, possession passes to the opposition and the shot clock is reset.

Water polo is an intensely physical sport; contact is permitted with players possessing the ball. Strength, endurance, power and strategy are therefore essential.",What are the dimensions of the pool required for World Aquatics-approved water polo matches for men and women?,5,"The dimensions for a World Aquatics-approved water polo pool for men are typically 30 meters in length and 20 meters in width, with a minimum depth of 2 meters. For women, the dimensions are usually slightly smaller at 25 meters in length and 17 meters in width, with the same minimum depth of 2 meters."
waterpolo,"Olympic History

Water polo is one of the oldest team sports at the modern Olympic Games, as it was added to the programme at the same time as rugby in 1900 – first in the form of competitions between clubs, then tournaments between countries from 1908. However, it wasn’t until Sydney 2000, a century later, that the women’s competition was introduced at the Olympic Games.

European National Olympic Committees have been the dominant force in men’s water polo for years, with an NOC from the continent winning gold at every edition of the Games since 1908. Hungary tops the men’s medal table with 16 medals (including nine golds). Women’s water polo at the Olympics is still in its infancy, but the USA are the reigning three-time champions after winning gold at London 2012, Rio 2016 and Tokyo 2020.",When was the women's water polo competition introduced at the Olympic Games?,5,"The women's water polo competition was introduced at the Olympic Games in Sydney, Australia in the year 2000."
wrestling,"Wrestling is one of the oldest sports in human history—if not the oldest. Multiple sculptures, reliefs and cave drawings—some of which date to around 15,000 years ago—show wrestlers using various holds that are still used in the present-day sport. Wrestling was a key part of the ancient Olympic Games, where it was first contested in 708 BCE. Wrestling matches were organised as its own event in two disciplines (‘upright’ and ‘ground’ wrestling) and as part of the pentathlon.

Modern wrestling consists of two separate disciplines: Greco-Roman wrestling, a wrestling style based on the ancient sport, and freestyle wrestling, a more modern format.",What are the two separate disciplines of modern wrestling?,5,The two separate disciplines of modern wrestling are freestyle wrestling and Greco-Roman wrestling.
wrestling,"Brief Overview of the Rules

There are two Olympic wrestling disciplines, each with its own rules. In Greco-Roman wrestling, a competitor can only use his arms and upper body to attack his opponent above the waist. Freestyle wrestling is a much more open form of the sport in which competitors also use their legs and can hold opponents above or below the waist.

However, the objective is the same in both styles. Contested on a circular combat area, a bout consists of two three-minute periods. Wrestlers must either use their bare hands to pin their opponent’s two shoulders down to the mat without holding them by their singlet (this is called a ‘fall’) or, if no fall is secured during the bout, have the most points at the end of regulation time by performing takedown and reversal moves.",What are the main differences between Greco-Roman wrestling and freestyle wrestling in terms of the rules of competition?,5,"One main difference between Greco-Roman wrestling and freestyle wrestling is that in Greco-Roman wrestling, wrestlers are not allowed to attack below the waist, while in freestyle wrestling, attacking below the waist is permitted. Additionally, Greco-Roman wrestling focuses more on upper body throws and takedowns, while freestyle wrestling allows for a wider range of techniques including leg attacks."
wrestling,"Olympic History

Greco-Roman wrestling has been a blue-ribbon Olympic event ever since the first modern Games were held in Athens in 1896. It became a permanent fixture on the Olympic programme in 1908. Freestyle wrestling made its debut a few years later at the St. Louis 1904 Games and has featured on the Olympic programme ever since the Antwerp 1920 Games. Women’s freestyle wrestling has been on the Olympic programme since the Athens 2004 Games.

Athletes representing the Soviet Union have won 116 medals at the Games, including 62 golds. Team USA athletes have secured 142 medals (57 golds). Japan is the most successful nation in women’s wrestling at the Games, winning 15 out of a possible 24 gold medals.",Which nation has the most gold medals in women's wrestling at the Olympic Games?,5,Japan
diving,"In the early 19th century, gymnasts in Germany and Sweden popularised ‘fancy’ diving by performing elaborate acrobatics while jumping into the water.

Towards the end of the 19th century, Swedish divers travelled to Great Britain to perform diving demonstrations at the National Graceful Diving Competition (the first world championship event in high diving), which led to the establishment of the Amateur Diving Association in 1901.",What event led to the establishment of the Amateur Diving Association in 1901?,5,"The event that led to the establishment of the Amateur Diving Association in 1901 was likely the increasing interest and participation in diving as a sport, and the need for a governing body to oversee competitions and ensure safety standards were met."
diving,"Brief Overview of the Rules

At the Olympic Games, the sport is contested in eight events: the 3-metre springboard (individual and synchronised, men and women) and the 10-metre platform (individual and synchronised, men and women). The 3-metre springboard enables divers to leap high into the air, while the high dive is performed from a fixed platform position 10 metres above the water. The individual and synchronised competitions take place at both heights.

A panel of judges score each dive based on various criteria, including how aesthetically pleasing a diver’s movements are, the complexity of the dive and how well the diver enters the water. Synchronised diving is also scored on how well the two divers match each other’s movements.",How many events are contested in diving at the Olympic Games?,5,There are currently eight events contested in diving at the Olympic Games.
diving,"Olympic History

Diving made its Olympic debut at the 1904 Games in St. Louis and has been included at every Games since. The first women’s events were contested at the 1912 Games in Stockholm, while the synchronised competition was added to the programme at the Sydney 2000 Olympic Games.

Diving events at the Games were initially dominated by Team USA athletes, though in recent Olympiads competitors from the People’s Republic of China have been formidable (Chinese athletes won 12 of the 24 available diving medals, including seven golds, at the Tokyo 2020 Olympic Games).",When did diving make its Olympic debut?,5,Diving made its Olympic debut in 1904 at the St. Louis Olympics.
lacrosse,"Lacrosse is a team sport where players try to shoot a solid rubber ball into the opposition goal using a stick with a net on its end.

Field lacrosse is a 10-a-side game played on a 100m x 55m pitch with a face-off starting proceedings and restarting the game after a goal. Extensive protective equipment is a must with sticks being wielded in mid-air in what is most definitely a contact sport.

But the version being contested at the Los Angeles 2028 Olympic Games is World Lacrosse Sixes which is played on a 70m x 36m pitch featuring goals 10m in from the end-lines.","What are the dimensions of the pitch for World Lacrosse Sixes, the version of lacrosse being contested at the Los Angeles 2028 Olympic Games?",5,My best guess would be that the dimensions of the pitch for World Lacrosse Sixes are likely smaller than a traditional lacrosse field to accommodate the smaller number of players and faster pace of the game.
lacrosse,"By whom, where and when was Lacrosse invented?

Lacrosse is derived from a pastime of indigenous North American populations in the 12th century.

In aboriginal Canadian tradition, games were part of ritual and could last two or three days with teams comprising hundreds of men playing on a field several kilometres long.

Jesuit missionaries documented the sport of lacrosse in the 17th century with the Mohawk people reported as playing a game with a wooden ball and a stick with a hoop net in 1757.

Almost exactly 100 years later, dentist William George Beers founded the Montreal Lacrosse Club and codified the rules of the sport.",Who founded the Montreal Lacrosse Club and codified the rules of the sport of lacrosse?,5,Dr. George Beers founded the Montreal Lacrosse Club and codified the rules of lacrosse.
lacrosse,"What are the rules of Lacrosse?

In World Lacrosse Sixes, five players plus a goalkeeper are drawn from a roster of 12 with games taking place over four eight-minute quarters.

The net at the end of the stick is used to carry, pass, catch and shoot with only goalkeepers allowed to touch the ball with their hands.

There is a shot clock of 30 seconds in which a team must make an attempt at goal or give up possession. A turnover also occurs if a team returns to its own half having moved into the attacking half.

Minor fouls result in a player being sent to the penalty box for 30 seconds with major fouls triggering a one-minute suspension.

At the end of the match, the team with most goals wins. In the event of a tie, there will be four-minute periods of sudden-death overtime until a goal is scored.",What is the shot clock time limit in World Lacrosse Sixes?,5,The shot clock time limit in World Lacrosse Sixes is 30 seconds.
lacrosse,"Lacrosse and the Olympics

Field lacrosse was played at previous Olympic Games but World Lacrosse Sixes is the propsed sport at Los Angeles 2028.

Men’s lacrosse was part of the St. Louis 1904 and London 1908 Olympic Games before making appearances as a demonstration sport at the Amsterdam 1928, Los Angeles 1932 and London 1948 Games.

Only three nations have previously contested Olympic lacrosse with Canada winning gold on both occasions.

Canada’s Winnipeg Shamrocks beat the United States to gold with the Mohawk Indians, also from Canada, taking bronze.

In 1908, Canada beat Great Britain in the only game in the competition to take a second gold.",Which nation has previously won gold in lacrosse at the Olympic Games?,5,The United States.
lacrosse,"Best Lacrosse players to watch

The United States and Canada are the traditional powerhouses of field lacrosse although the latter have yet to win a women's world title. Australia are the only nation other than the United States to win the women's world crown, doing so twice in 1986 and 2005.

The two North American giants hold a duopoly over men's field lacrosse World Championships with the United States winning 11 titles to Canada's three.

But at the 2022 World Games in Birmingham, Alabama, where the World Lacrosse Sixes format was used, Canada beat the United States in both the men's and women's finals.

In the men's game, Canada's Zach Currier and Dhane Smith, and USA's Tom Schreiber, are leading players in both field and Sixes formats.

Veteran Dana Dobbie played a key role in Canada's women's World Games success with Aurora Cordingley another player equally adept in both formats.","Who were the leading players in the men's field lacrosse World Championships at the 2022 World Games in Birmingham, Alabama?",2,"Some possible leading players in the men's field lacrosse World Championships at the 2022 World Games could include players such as Lyle Thompson from the Iroquois Nationals, Curtis Dickson from Team Canada, and Mark Matthews from Team Canada."
artisticswimming,"The sport of artistic swimming developed by combining water acrobatics with music. Although the first contests were organised for men, artistic swimming later became more associated with women. After a number of demonstrations in the US in the early 20th century, the discipline grew in popularity and the first competitions were organised.",What factors contributed to artistic swimming becoming more associated with women rather than men?,5,"Some factors that may have contributed to artistic swimming becoming more associated with women rather than men include societal norms and stereotypes around femininity, the emphasis on grace and flexibility in the sport, and historically lower participation rates of men in synchronized swimming programs. Additionally, the costumes and makeup traditionally worn during artistic swimming performances may have deterred men from participating in the sport."
artisticswimming,"Brief Overview of the Rules

At the Olympic Games, the sport consists of two events: a duet and a team competition. The duet events consist of a technical routine and a free routine. An acrobatic routine is added for the team event. The events will take place on a 30 metres by 20 metres area and in a pool with a depth of 3 metres minimum.

The routines are scored by judges who take several criteria into account: level of difficulty, synchronization, execution and artistic impression.

Athletes need to propel themselves out of the water to perform certain movements or pivot with the upper half of their bodies underwater. The sport therefore requires great flexibility, power, attention to detail, and coordination.",What are the criteria that judges take into account when scoring routines in synchronized swimming at the Olympic Games?,5,"Some criteria that judges take into account when scoring routines in synchronized swimming at the Olympic Games include technical difficulty, synchronization, artistic interpretation, choreography, execution, difficulty of movements, presentation, and overall performance."
artisticswimming,"Olympic History

Artistic swimming became an Olympic discipline at the Los Angeles 1984 Olympic Games. At Paris 2024, male athletes will be allowed to compete in the sport for the first time in Olympic history in the team event.

The USA and Canada were initially the dominant force in artistic swimming at the Games, combining for 17 medals (including eight gold medals). Since the Sydney 2000 Games, the Russian Olympic Committee has become the top National Olympic Committee in the sport, winning 12 consecutive gold medals.",Which National Olympic Committee has been the dominant force in artistic swimming since the Sydney 2000 Games?,5,Russia
athletics,"Contested at the very first ancient Olympic Games, athletics is one of the oldest sports on record, with the names of champions documented from as far back as 776 BC. The ancient Olympic Games included events like the pentathlon, which consisted of a running race, long jump, discus throw, javelin throw, and wrestling. The first meets in modern times that can be likened to the athletics competitions we know today took place in 1840 in Shropshire, England. Other such championships began to thrive and spread in the 1880s, particularly in England, the USA, and Europe. In 1912, the international federation that oversees international athletics competitions—the IAAF (now known as World Athletics)—was established.",When were the first modern athletics competitions that can be likened to the events at the ancient Olympic Games held?,5,"The first modern athletics competitions that can be likened to the events at the ancient Olympic Games were held in the late 19th century, specifically in 1896 during the first modern Olympic Games in Athens, Greece."
athletics,"Brief Overview of the Rules

Modern athletics is composed of various running, jumping, throwing, walking, and combined events. Due to its many categories and disciplines, athletics involves the most participants in a single sport at the Olympic Games.

The track programme includes sprints, middle-distance and long-distance events as well as hurdles, steeplechase races, and relays for men and women. These events take place on the 400m oval track in the Olympic stadium (made up of two straights and two curved bends).

Two kinds of events are held on public roads —the marathon and race walking—which are both incredibly demanding and highly tactical, often leading to a variety of strategies with athletes sometimes even working together to defeat a rival. Spectators line the route to watch and cheer the athletes on.

The Olympic programme also includes two combined events—the seven-event women’s heptathlon and the ten-event men’s decathlon—both of which are contested over two days. Both competitions test athletes’ abilities across a range of athletic disciplines, with the most well-rounded competitor earning the gold medal. The disciplines are contested on, within, and around the track in the Olympic stadium, in the jumping area (high jump and pole vault), the jumping pit (long jump and triple jump), the throwing circle (shot put, discus and hammer throw), and the javelin runway. Athletes compete one after another, and the event includes a qualifying stage during which the best athletes secure their place in the final.",What are the two combined events that are included in the Olympic athletics programme?,5,Track and field events
athletics,"Olympic History

It was a logical choice to include athletics at the inaugural Games of the modern Olympics held in 1896 in Athens, Greece. Its age-old position in the Olympic programme makes athletics the crown jewel of the Summer Games. The men’s events have remained unchanged since the 1932 Los Angeles Games, save for the addition of the 20km race walk at the 1956 Melbourne Games. Women’s events appeared for the first time at the 1928 Olympic Games in Amsterdam. The women's competition only had 17 events until 1992, but with the incorporation of the 3000m steeplechase in 2008, female athletes now compete in the same number of events as their male counterparts.

The 1960s saw a boom in athletics in developing countries, with the sport’s reach extending across the entire world. At the Beijing 2008 Olympic Games, athletes from 62 countries competed in the finals.",When did women's athletics events first appear in the Olympic Games?,5,"Women's athletics events first appeared in the Olympic Games in 1928, during the Summer Olympics held in Amsterdam, Netherlands."
shooting,"Shooting has been an Olympic sport since the first modern Games and has been practised in Europe for hundreds of years. Some German clubs date back more than five hundred years. Shooting grew in popularity more recently in English-speaking countries, particularly with the formation of the National Rifle Association (NRA) in the United States in 1871. Today, shooting is a popular sport all over the world, with athletes from over 100 countries taking part in the shooting events at each Olympic Games.",When did the National Rifle Association (NRA) form in the United States?,5,"The National Rifle Association (NRA) was formed on November 17, 1871."
